id,name,class,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
153,Francisco,SAT,8392543000000000,14.44529044986205,-13.754786905158664,-0.23174116681202542,0.0022364871337450147,0.0021572616360254421,-0.00037249117095437741
154,Margaret,SAT,6294407000000000,14.481755935910208,-13.766881742552942,-0.3016705824211296,0.0026498870806552642,0.0029312814557989489,0.00028211043676546865
155,Ferdinand,SAT,6294407000000000,14.518657149194425,-13.728239730517339,-0.25070587715699594,0.0028151589964152957,0.002262540793398808,-0.00011366624597840288
156,Perdita,SAT,18000000000000000,14.430046994269198,-13.735579783577284,-0.23830958848853198,0.0010476929953445275,0.003673511251798997,0.0046393390852169048
157,Mab,SAT,1000000000000000,14.43011324430163,-13.735502702810633,-0.23764270729116216,0.0060469168867134954,0.002331367134239583,0.0028810201872449177
158,Cupid,SAT,3800000000000000,14.430052063098332,-13.735536874378271,-0.23799357591458861,0.0041656629543862442,0.0030065065753249066,0.0048193649820516028
159,Triton,SAT,2.1402989999999999e+22,16.808750147272967,-24.992787500533254,0.12852881138740116,0.0033163482383122404,0.0037634799817841467,0.0012961218354103534
160,Nereid,SAT,3.087257e+19,16.816869650633635,-24.930329095082687,0.1318258308264362,0.0023214542306993153,0.0017043310159350852,-0.00011543415283689348
161,Naiad,SAT,1.278083e+17,16.810689367498888,-24.992953613467982,0.12718194818951969,0.0086400073828419559,0.0013918589808539312,-0.0033270811880449385
162,Thalassa,SAT,3.534274e+17,16.810719335043533,-24.992342695933608,0.12739605928042211,-0.0036737314397602859,0.00021765650302171141,0.001915151430266826
163,Despina,SAT,1.74898e+18,16.811026141155587,-24.992803571199701,0.12710669031352614,0.0060630704045941727,0.0073454402274486016,0.00046524281282870852
164,Galatea,SAT,2.845228e+18,16.81102897672427,-24.992339673851859,0.12727153646551345,-0.0014347661151236663,0.0052889930331186941,0.0028001863875224591
165,Larissa,SAT,3.818296e+18,16.810997528814546,-24.992225867216199,0.12732738471074159,-0.0018438979015928097,0.0039426513196039806,0.0024895318043088119
166,Proteus,SAT,3.870713e+19,16.810241925631829,-24.99219447384213,0.12765278077698619,-0.00034695288183449755,-0.0015125206763565106,-9.8738247516749747e-05
167,Halimede,SAT,89920110000000000,16.701945895279621,-25.067075731773784,0.14497788524869634,0.0025883141124525819,0.0019188112328262026,0.00017149674981779248
168,Psamathe,SAT,14986680000000000,17.132120150305148,-25.029323214339573,-0.1401812763358985,0.0026330696105895642,0.0016586670451066703,-1.1210790173643798e-05
169,Sao,SAT,89920110000000000,16.753037713350356,-24.938712241000498,0.22836276317095072,0.0023715185493379896,0.0014790919538762133,-3.707185886405908e-05
170,Laomedeia,SAT,89920110000000000,16.991541635632927,-24.99490140645452,0.014855103356449462,0.0026452212990375895,0.0019744432350893618,-4.4716096059851381e-05
171,Neso,SAT,1.648535e+17,16.510181891653886,-24.696946161798188,-0.19776654952285194,0.0026814772182480995,0.0018238321072502534,-8.154292666549053e-05
172,Hippocamp,SAT,15000000000000000,16.810617966330636,-24.992023067370745,0.12755724285273937,-0.001662896085155882,0.00029488826628046197,0.0011149495043662626
